ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID,refind,refindFK,isnref
muserz01_0011,mcnkurd,"bira ji min ra mêze bikin, ka çima qedera min venabe, ez çima nazewicim, sebebê wî çiye.""",#	0	bira	ji	min	ra	mêze	bi-k-in	#	ka	çima	qeder-a	min	venab-e	#	ez	çima	na-zewic-im	#	sebeb-ê	wî	çi	=ye,#	0_they	MOD.PRT	for	1SG.OBL	for	looking	IMP-do.PRS-3PL	#	that	why	destiny-EZ	1SG.OBL	NEG.IND.be_open.PRS-3SG	#	1SG	why	NEG-marry.PRS-1SG	#	cause-EZ	3SG.OBL	what	=COP.3SG,"that they may look for me and discover why my destiny is not fulfilled, why I am not married, what is the reason.""",en,MORPHEME_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,44087,49400,#ds	0.h:s_cp	other	adp	pro.1:obl	pop_adp	other:lvc	v:pred	#ds_cc.neg	other	other	np:s	rn_pro.1:poss	v:pred	#ds_cc.neg	pro.1:s	other	v:pred	#ds_cc	np:s	rn_pro:poss	other:pred	=cop,,muserz01,∅	1003	∅	∅	1002	∅	∅	∅	∅	∅	∅	1009	1002	∅	∅	1002	∅	∅	∅	1142	∅	∅	∅,∅	1003	∅	∅	1002	∅	∅	∅	∅	∅	∅	1009	1002	∅	∅	1002	∅	∅	∅	1142	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅
muserz01_0012,mcnkurd,Tere ji wan ra dibê.,#	0	ter-e	#	0	ji	wan	ra	di-bê,#	0_he	IND.go.PRS-3SG	#	0_he	to	3PL.OBL	POP	IND-say.PRS.3SG,(He) goes and speaks to them.,en,MORPHEME_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,49408,50970,##	0.h:s	v:pred	#	0.h:s_ds	adp	pro.h:g	pop_adp	ds_v:pred,,muserz01,∅	1002	∅	∅	1002	∅	1003	∅	∅,∅	1002	∅	∅	1002	∅	1003	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0013,mcnkurd,"Ewana dibên: ""Em fala bi stêrka vedikin, bira bibe êvar,",#	ewana	di-bê-n	#	em	fal-a	bi	stêrk-a	vedik-in	#	bira	bi-b-e	êvar,#	3PL.OBL	IND-say.PRS-PL	#	1PL	fate-PL.OBL	through	star-PL.OBL	IND.open.PRS-PL	#	MOD.PRT	SUBJ-become.PRS-3SG	evening,"They say: ""We will reveal (your) fortune through (reading) the stars, let night fall,",en,MORPHEME_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,50970,58450,##	pro.h:s_ds	ds_v:pred	#ds	pro.1:a	np:p	adp	np:obl	v:pred	#ds	lv	cop	np:pred,,muserz01,∅	1003	∅	∅	1003	1009	∅	1004	∅	∅	∅	∅	∅,∅	1003	∅	∅	1003	1009	∅	1004	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	unused	∅	∅	∅	∅	∅
muserz01_0014,mcnkurd,"stêrk jî derkevin, em li stêrka mêzebikin, em ê ji te ra falekî vekin, ji te ra bêjin.""",#	stêrk	jî	der-kev-in	#	em	li	stêrk-a	mêze	bi-k-in	#	em	=ê	ji	te	ra	fal-ek-î	vek-in	#	0	ji	te	ra	bêj-in,#	stars	too	IND.come_out.PRS-PL	#	1PL	at	star-PL.OBL	looking	SUBJ-do.PRS-PL	#	1PL	=FUT	for	2SG.OBL	POP	fortune-INDF-OBL	SUBJ.open.PRS-PL	#	0_we	to	2SG.OBL	POP	SUBJ.say.PRS-PL,"that the stars come out, we will look at the stars and read your fortune, and (then) tell you.""",en,WORD_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,58454,65311,#ds	np:s	other	v:pred	#ds	pro.1:s_cp	adp	np:g	other:lvc	v:pred	#ds	pro.1:a	=aux	adp	pro.2:obl	pop_adp	np:p	v:pred	#ds	0.1:s_ds	adp	pro.2:g	pop_adp	ds_v:pred,,muserz01,∅	1004	∅	∅	∅	1003	∅	1004	∅	∅	∅	1003	∅	∅	1002	∅	1009	∅	∅	1003	∅	1002	∅	∅,∅	1004	∅	∅	∅	1003	∅	1004	∅	∅	∅	1003	∅	∅	1002	∅	1009	∅	∅	1003	∅	1002	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0015,mcnkurd,"Dibe êvar, eva stêrk derdikevin, ewana li stêrka mêze dikin, fala xwe datînin",#	di-b-e	êvar	#	eva	stêrk	derdikev-in	#	ewana	li	stêrk-a	mêze	di-k-in	#	0	fal-a	xwe	datîn-in,#	IND-become.PRS-3SG	evening	#	those	stars	IND.come_out.PRS-PL	#	3PL	at	star-PL.OBL	looking	IND-do.PRS-PL	#	0_they	dice-EZ	self	IND.put.PRS-PL,"Evening falls and the stars come out, those (fortune tellers) gaze at the stars, make [lit. 'place'] their predictions [dice?],",en,MORPHEME_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,65311,73323,##	cop	np:pred	#	ln_dem	np:s	v:pred	#	pro.h:s_cp	adp	np:g	other:lvc	v:pred	#	0.h:a	np:p	rn_refl.h:poss	v:pred,,muserz01,∅	∅	∅	∅	∅	1004	∅	∅	1003	∅	1004	∅	∅	∅	1003	1138	1003	∅,∅	∅	∅	∅	∅	1004	∅	∅	1003	∅	1004	∅	∅	∅	1003	1138	1003	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0016,mcnkurd,"dibên: ""Mihemed di nava vî heftayê, em têda, di nava vî heft rojê han da, di malê cînarê te da ew ê jinekî biwelîde,",#	0	di-bê-n	#	Mihemed	di	nav-a	vî	hefta-yê	em	têda	di	nav-a	vî	heft	roj-ê	han	da	#	di	mal-ê	cînar-ê	te	da	ew	=ê	jin-ek-î	bi-welîd-e,#	0_they	say	#	Mihemed	ADP	middle-EZ	DEM.OBL	week-OBL	1PL	ADP-3SG.OBL	ADP	middle-EZ	this	seven	day-EZ	EMPH	POP	#	ADP	house-EZ	neighbour-EZ	2SG.OBL	POP	2SG	=FUT	girl-INDF-OBL	SUBJ-bear.PRS-3SG,"saying: ""Mihemed, within the space of this week, we are in it, within these 7 days, in your neighbour's house, she will give birth to a girl,",en,WORD_ALIGNED,"The syntax is not entirely clear, but the intended sense is plain enough.",muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,73323,86171,##	0.h:s_ds	ds_v:pred	#nc	nc_pn_np.h	nc	nc	nc	nc_np	nc	nc	nc	nc	nc	nc	nc_np	nc	nc	#ds	adp	np:l	rn_np.h:poss	rn_pro.2:poss	pop_adp	pro.2:a	=aux	np.h:p	v:pred,,muserz01,∅	1003	∅	∅	1002	∅	∅	∅	1014	∅	∅	∅	∅	∅	∅	1014	∅	∅	∅	∅	1104	1006	1002	∅	1006	∅	1007	∅,∅	1003	∅	∅	1002	∅	∅	∅	1014	∅	∅	∅	∅	∅	∅	1014	∅	∅	∅	∅	1104	1006	1002	∅	1006	∅	1007	∅,∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	new	∅	∅	∅	∅	new	∅
muserz01_0017,mcnkurd,"dergûšekî qîzin jê ra bibe, ew dergûša qîzin ê mezin bibe.",#	dergûš-ek-î	qîzin	ji	wê	ra	bi-b-e	#	ew	dergûš-a	qîzin	=ê	mezin	bi-b-e,#	baby-INDF-EZ	girl	ADP	3SG.OBL	POP	SUBJ-become.PRS-3SG	#	that	baby-EZ	girl	=FUT	big	SUBJ-become.PRS-3SG,"a baby girl will be born to her [lit. 'will become'], that baby girl will grow up.",en,MORPHEME_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,86171,91805,#ds	np.h:s	rn_np.h	other	pro.h:obl	pop_adp	v:pred	#ds	ln_dem	np:s	rn_np.h	=aux	lv_other	v:pred,,muserz01,∅	1007	∅	∅	1006	∅	∅	∅	∅	1007	∅	∅	∅	∅,∅	1007	∅	∅	1006	∅	∅	∅	∅	1007	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0018,mcnkurd,Bibe çaxê wê yê zewacê were.,#	bi-b-e	#	çax-ê	wê	yê	zewac-ê	wer-e,#	=FUT.happen	#	age-EZ	3SG.OBL	EZ	marriage-OBL	SUBJ-come.PRS-3SG,She will reach the age for marriage.,en,WORD_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,91805,96672,#ds	v:pred	#ds_cc	np:s	rn_pro.h:poss	rn	rn_np:poss	v:pred,,muserz01,∅	∅	∅	1105	1007	∅	∅	∅,∅	∅	∅	1105	1007	∅	∅	∅,∅	∅	∅	bridging	∅	∅	∅	∅
muserz01_0019,mcnkurd,Ewê bi nod û neh heba ra serê xwe dayne.,#	ew	=ê	bi	nod	û	neh	heb-a	ra	ser-ê	xwe	dayne,#	3SG	=FUT	with	90	and	nine	piece-PL.OBL	POP	head-EZ	self	IND.lay_down.PRS.3SG,She will sleep with 99 (men) [lit. 'place her head with'],en,MORPHEME_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,96672,103910,#ds	pro.h:a	=aux	adp	ln	ln	ln	np.h:obl	pop_adp	np:p	rn_refl.h:poss	v:pred,,muserz01,∅	1007	∅	∅	∅	∅	∅	1008	∅	∅	∅	∅,∅	1007	∅	∅	∅	∅	∅	1008	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅	∅
muserz01_0020,mcnkurd,"Iliškî bike bi nod û neh heba ra, ê sedî jî tu bî.",#	0	iliškî	bi-k-e	bi	nod	û	neh	heb-a	ra	#	ê	sedî	jî	tu	b-î,#	0_she	relationship	SUBJ-do.PRS-3SG	with	90	and	nine	piece-PL.OBL	POP	#	EZ	100th	too	2SG	SUBJ.be.PRS-2SG,"(She) will enter relationships with 99, and the hundredth will be you.",en,MORPHEME_ALIGNED,iliškî: from Tu. ilişki 'relationship'.,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,103910,112062,#ds	0.h:s_cp	np:lvc	v:pred	adp	ln	ln	ln	np.h:obl	pop_adp	#ds	pro.h:pred	rn	other	pro.2:s	cop,,muserz01,∅	1007	∅	∅	∅	∅	∅	∅	1008	∅	∅	∅	∅	∅	1002	∅,∅	1007	∅	∅	∅	∅	∅	∅	1008	∅	∅	∅	∅	∅	1002	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0021,mcnkurd,Teze tu yê bi helalî ya xwedê ewê mar bikî.,#	teze	tu	=yê	bi	helalî	ya	xwedê	ew-ê	mar	bi-k-î,#	then	2SG	=FUT	with	ceremony	of	God.OBL	3SG.OBL	marriage	SUBJ-do.PRS-2SG,"Then you will marry her in a religious ceremony.""",en,WORD_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,112062,116244,#ds	other	pro.2:a	=aux	adp	np:obl	rn	rn	pro.h:p	np:lvc	v:pred,,muserz01,∅	∅	1002	∅	∅	1106	∅	∅	1007	∅	∅,∅	∅	1002	∅	∅	1106	∅	∅	1007	∅	∅,∅	∅	∅	∅	∅	new	∅	∅	∅	∅	∅
muserz01_0022,mcnkurd,"Mihemed ji xwe ra disekine, ê dibê: ""Ew qiza kû teze were dinyayê, emrê min pencî sal e, ez wê çaxê dibim heftê sal,",#	Mihemed	ji	xwe	ra	di-sekin-e	#	ê	di-bê	#	ew	qiz-a	#	kû	0	teze	wer-e	dinya-yê	%	emr-ê	min	pencî	sal	=e	#	ez	wê	çax-ê	di-b-im	heftê	sal,#	Mihemed	to	self	POP	IND-stop.PRS-3SG	#	EZ	IND-say.PRS.3SG	#	that	girl-EZ	#	that	0_she	just	SUBJ-come.PRS-3SG	world-OBL	%	age-EZ	1SG.OBL	50	year	=COP.3SG	#	1SG	that	time-OBL	IND-become.PRS-3SG	seventy	year,"Mihemed paused, thinking to himself: ""If that girl should be born now, I am 50 years old (now), then I will be 70.""",en,WORD_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,116244,127742,##	pn_np.h:s	adp	refl.h:obl	pop_adp	v:pred	#	pro.h:s_ds	ds_v:pred	#ds	ln_dem	np.h:dt_other	#ds_rc	other	rel_f0	other	v:pred	np:g	%	np:s	rn_pro.1:poss	ln	np:pred	=cop	#ds	pro.1:s	other	other	v:pred	ln	np:other,,muserz01,∅	1002	∅	1002	∅	∅	∅	1002	∅	∅	∅	1007	∅	∅	1007	∅	∅	∅	∅	1102	1002	∅	∅	∅	∅	1002	∅	∅	∅	∅	∅,∅	1002	∅	1002	∅	∅	∅	1002	∅	∅	∅	1007	∅	∅	1007	∅	∅	∅	∅	1102	1002	∅	∅	∅	∅	1002	∅	∅	∅	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0023,mcnkurd,"îcar bi sed merifê ra razê, bi nod û neha ra razê, ê sedî jî ez bim.",#	îcar	0	bi	sed	merif-ê	ra	razê	#	0	bi	nod	û	neha	ra	razê	#	ê	sedî	jî	ez	bim,#	that_time	0_she	with	100	men-OBL	POP	sleep.PST.3SG	#	0_she	with	90	and	nine	POP	sleep.PST.3SG	#	EZ	hundredth	too	1SG	SUBJ.be.PRS.1SG,"""when she has slept with 99 men, and the hundredth will be me.""",en,MORPHEME_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,127742,134055,#ds	other	0.h:s	adp	ln	np.h:obl	pop_adp	v:pred	#ds	0.h:s	adp	ln	ln	ln	pop_adp	v:pred	#ds	pro:pred	rn	other	pro.1:s	cop,,muserz01,∅	∅	1007	∅	∅	1008	∅	∅	∅	1007	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1002	∅,∅	∅	1007	∅	∅	1008	∅	∅	∅	1007	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	1002	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0024,mcnkurd,"Heyran min ne lazim e vî qederê ye jî.""",#	heyran	min	ne	lazim	=e	vî	qeder-ê	=ye	jî,#	EXCL	1SG.OBL	not	necessary	=COP.3SG	this	destiny	=COP.3SG	too,"Heyran, I don't need this destiny!""",en,WORD_ALIGNED,"The syntax of this clause is unclear, but the sense is plain enough. The expression min ne lazim e is fixed expression meaning 'that's the last thing I need!'. The fronted Oblique may be a relic of the fronted Obliques still used for Experiencers in southeastern Kurmanji, but is more likely a calque on Turkish bana lazim değil 'I don't need (it)'",muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,134055,136902,#nc	nc	nc_pro.1	nc	nc	nc	nc	nc_np	nc	nc,,muserz01,∅	∅	1002	∅	∅	∅	∅	1009	∅	∅,∅	∅	1002	∅	∅	∅	∅	1009	∅	∅,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
muserz01_0025,mcnkurd,"Ê de lawê Harunê Rešît e, zêrê wî pir e, zengîn e.",#	ê	de	law-ê	Harun-ê Rešît	=e	#	zêr-ê	wî	pir	=e	#	0	zengîn	=e,#	EZ	well	son-EZ	Harunê.Rešît	=COP.3SG	#	gold-EZ	3SG.OBL	much	=COP.3SG	#	0_he	rich	=COP.3SG,"Well of course he was the son of Harunê Resît, he possessed much gold, he was wealthy.",en,WORD_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,136902,140755,##	pro.h:s	other	np.h:pred	rn_pn_np.h:poss	=cop	#	np:s	rn_pro.h:poss	other:pred	=cop	#	0.h:s	other:pred	=cop,,muserz01,∅	∅	∅	1002	1001	∅	∅	1010	1002	∅	∅	∅	1002	∅	∅,∅	∅	∅	1002	1001	∅	∅	1010	1002	∅	∅	∅	1002	∅	∅,∅	∅	∅	∅	∅	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅
muserz01_0026,mcnkurd,"Çend merifa digre her malekî, dûra, xanîye xwe, malê li dora wî, her malekî pêyakî dide berê,",#	0	Çend	merif-a	di-gr-e	her	mal-ek-î	#	dûra	xanî-yê	xwe	mal-ê	li	dor-a	wî	#	0	her	mal-ek-î	pêya-k-î	di-d-e	ber	=ê,#	0_he	some	man-PL.OBL	IND.take.PRS-3SG	each	house-INDF-OBL	#	then	house-EZ	self	house-EZ	ADP	surroundings-EZ	3SG.OBL	#	0_he	each	house-INDF-OBL	guard-INDF-OBL	IND-put.PRS-3SG	front	=3SG.OBL,"He gathered some men at each house, that is, at those houses that were around his own house, posting a watchman in front of each house, saying:",en,WORD_ALIGNED,,muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,140755,148890,##	0.h:a	ln	np.h:p	v:pred	ln	np:g	#nc	nc	nc_np	nc_refl.h	nc_np	nc	nc	nc_pro.h	#	0.h:a	ln	np:p	rn_np.h:poss	v:pred	adp	=pro:g,,muserz01,∅	1002	∅	1011	∅	∅	1013	∅	∅	1012	1002	1013	∅	∅	1002	∅	1002	∅	1012	1143	∅	∅	1012,∅	1002	∅	1011	∅	∅	1013	∅	∅	1012	1002	1013	∅	∅	1002	∅	1002	∅	1012	1143	∅	∅	1012,∅	∅	∅	new	∅	∅	new	∅	∅	bridging	∅	∅	∅	∅	∅	∅	∅	∅	∅	new	∅	∅	∅
muserz01_0027,mcnkurd,"dibê: ""Di nava wê heft rojê han da, jina kî welidî, dergûša qîzin anî hat, hûn malûmatê bidin min.""",#	0	di-bê	#	di	nav-a	wê	heft	rojê	han	da	jin-a	kî	welidî	#	0	dergûš-a	qîzin	anî	hat	#	hûn	malûmat-ê	bi-d-in	min,#	0_he	IND-say.PRS.3SG	#	ADP	middle-EZ	those	seven	days-EZ	there	POP	woman-EZ	that	give_birth.PST.3SG	#	0_she	baby-EZ	girl	bring.PST.3SG	come.PST.3SG	#	2SG_PL	information-OBL	IMP-give.PRS-PL	1SG.OBL,"""Within these seven days, if a woman gives birth, bearing a baby girl, you will inform me of this.""",en,WORD_ALIGNED,"Here past tense forms are used as conditionals, this is common in this dialect.",muserz01_mp3 muserz01_wav muserz01_eaf muserz01_xml muserz01_tsv,,148890,155900,#	0.h:s_ds	ds_v:pred	#ds	other	other	other	other	other	other	other	np.h:s	other	v:pred	#ds	0.h:a	np.h:p	rn	lv_vother	v:pred	#ds	pro.2:a	np:p	v:pred	pro.1:g,,muserz01,∅	1002	∅	∅	∅	∅	∅	∅	1014	∅	∅	1006	∅	∅	∅	1006	1007	∅	∅	∅	∅	1011	∅	∅	1002,∅	1002	∅	∅	∅	∅	∅	∅	1014	∅	∅	1006	∅	∅	∅	1006	1007	∅	∅	∅	∅	1011	∅	∅	1002,∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅	∅
